filename,TGT,OTH,prev_phone,next_phone,TGT_item,OTH_item,X_item,speaker_tgt_oth,speaker_x,TGT_first,TGT_first_code,language_stimuli,language_stimuli_code,mfcc_dtw_cosine_distance_tgt,mfcc_dtw_cosine_distance_oth,fb_dtw_cosine_distance_tgt,fb_dtw_cosine_distance_oth,mfccs_window5_cosine_distance_tgt,mfcc_window5_cosine_distance_oth,fb_window5_cosine_distance_tgt,fb_window5_cosine_distance_oth
ES_TRIP24576_1,æ:,ɤ:,l,s,ES127,ES91,ES295,ES-participant4,ES-participant5,True,1,ES,6,0.0900045111775398,0.1151022836565971,0.1465186029672622,0.1069911271333694,0.1431868,0.20361057,0.26744112,0.31035396
ES_TRIP32409_1,æ:,i:,s,t,ES217,ES215,ES16,ES-participant1,ES-participant2,True,1,ES,6,0.0546081736683845,0.1329690068960189,0.1385285705327987,0.1609878540039062,0.09829686,0.30884644,0.35767862,0.44081265
FR_TRIP17769_0,ɔ,ø,z,f,FR2219,FR1834,FR40,FR-participant3,FR-participant6,False,0,FR,0,0.0209188107401132,0.0225663352757692,0.0483606941998004,0.050707884132862,0.017589478,0.056678366,0.094995566,0.1418102
ES_TRIP17099_1,ɤ:,y:,m,v,ES352,ES330,ES280,ES-participant5,ES-participant1,True,1,ES,6,0.021099766716361,0.0306429769843816,0.0598745569586753,0.0747474208474159,0.06857142,0.07040678,0.123192154,0.13379318
TU_TRIP4197_0,u,ɯ,t,s,TU192,TU160,TU203,TU-participant3,TU-participant1,False,0,TU,5,0.0367623604834079,0.0482638366520404,0.0575759448111057,0.0624152980744838,0.06731776,0.07880995,0.13100453,0.11593571
GR_TRIP35175_1,ɪ,iː,f,s,GR557,GR575,GR724,GR-participant1,GR-participant5,True,1,GR,3,0.0516483299434185,0.0604740977287292,0.0525570437312126,0.0567399896681308,0.04333129,0.11138978,0.17852698,0.18322423
EN_TRIP2212_0,ɑ,ʌ,b,f,EN133,EN362,EN1437,EN-participant6,EN-participant3,False,0,EN,1,0.0138198332861065,0.0169606450945138,0.0394568108022213,0.033575527369976,0.021112997,0.02651027,0.09964586,0.11783149
BR_TRIP43545_0,i,e,d,s,BR374,BR367,BR496,BR-participant4,BR-participant3,False,0,BR,2,0.1450082510709762,0.1625467538833618,0.1148220598697662,0.1938765794038772,0.18048611,0.15427598,0.20242253,0.3530507
TU_TRIP6628_0,i,y,t,s,TU2,TU5,TU165,TU-participant2,TU-participant3,False,0,TU,5,0.0301490128040313,0.0213408861309289,0.0538293533027172,0.0406522639095783,0.058643404,0.07381545,0.105861485,0.13432992
TU_TRIP6099_1,i,u,f,z,TU1,TU59,TU151,TU-participant2,TU-participant3,True,1,TU,5,0.0375566110014915,0.0461966022849082,0.0779162347316742,0.070614255964756,0.06095221,0.09459576,0.1550696,0.15598069
EN_TRIP34885_0,æ,ʌ,z,b,EN1450,EN1511,EN2014,EN-participant3,EN-participant7,False,0,EN,1,0.0186816714704036,0.0224124975502491,0.0734997987747192,0.0573835596442222,0.021530645,0.032509543,0.12470357,0.09638873
GR_TRIP56569_1,ɪ,ʏ,ɡ,s,GR331,GR265,GR448,GR-participant4,GR-participant3,True,1,GR,3,0.052995890378952,0.0542658902704715,0.0853397846221923,0.0777802541851997,0.07244255,0.11791506,0.14470412,0.14819731
FR_TRIP65253_0,i,y,z,b,FR1665,FR1270,FR4402,FR-participant4,FR-participant8,False,0,FR,0,0.0413039699196815,0.0454511493444442,0.113839641213417,0.1142842471599578,0.08403334,0.10407353,0.13995463,0.17042035
BR_TRIP11858_1,ɐ̃,ũ,k,b,BR478,BR521,BR790,BR-participant3,BR-participant1,True,1,BR,2,0.039238341152668,0.0298138707876205,0.1107307747006416,0.0641538128256797,0.20245375,0.044298872,0.4608306,0.12058754
BR_TRIP16561_0,ẽ,ũ,m,d,BR553,BR520,BR303,BR-participant3,BR-participant4,False,0,BR,2,0.0735004916787147,0.038677729666233,0.1951349973678589,0.1555327028036117,0.10446855,0.14137787,0.30633572,0.2370769
GR_TRIP7463_1,uː,yː,f,t,GR144,GR134,GR76,GR-participant2,GR-participant6,True,1,GR,3,0.0313303880393505,0.0362145639955997,0.0508338138461113,0.0553142093122005,0.031618938,0.04663544,0.066947296,0.08866355
EN_TRIP24038_0,ɪ,ʊ,f,s,EN411,EN749,EN2436,EN-participant2,EN-participant5,False,0,EN,1,0.0388091765344142,0.0396839566528797,0.0734528973698616,0.0737107619643211,0.056737814,0.054852635,0.24764042,0.18958265
GL_TRIP2326_1,i,ɛ,g,g,GLO99,GLO158,GLO69,S07F,S03M,True,1,GL,4,0.0119568575173616,0.0113149154931306,0.0256296806037426,0.0360237769782543,0.04559602,0.11318166,0.22352989,0.37825394
GL_TRIP2357_0,ɛ,e,g,g,GLO158,GLO80,GLO59,S07F,S05M,False,0,GL,4,0.015667462721467,0.0297495648264884,0.0410894826054573,0.0499958731234073,0.10734377,0.17567377,0.42332503,0.32119453
FR_TRIP7961_1,ɛ,e,z,f,FR650,FR868,FR1566,FR-participant2,FR-participant4,True,1,FR,0,0.0414817631244659,0.0532494820654392,0.0888138934969902,0.0949151068925857,0.05884119,0.07532084,0.13461874,0.19384375
GR_TRIP49510_0,ʏ,yː,f,t,GR98,GR66,GR213,GR-participant6,GR-participant2,False,0,GR,3,0.0384832397103309,0.0420511849224567,0.0471375398337841,0.0504390075802803,0.047816694,0.029931555,0.094301455,0.058717903
GL_TRIP2165_1,a,aː,f,f,GLO43,GLO154,GLO81,S01F,S05M,True,1,GL,4,0.017091516405344,0.022001713514328,0.0403033085167408,0.0676333084702491,0.11828977,0.10404238,0.3776663,0.40418732
ES_TRIP24743_1,a:,ɤ:,l,s,ES128,ES124,ES71,ES-participant4,ES-participant2,True,1,ES,6,0.0436689555644989,0.0821892619132995,0.1282688230276107,0.1886431127786636,0.07666326,0.18948923,0.27026165,0.44254878
FR_TRIP76100_0,œ,ø,f,f,FR3566,FR3981,FR3032,FR-participant5,FR-participant7,False,0,FR,0,0.0238778982311487,0.0279370490461587,0.0708561465144157,0.0685742497444152,0.030215433,0.04050668,0.08944972,0.0847666
ES_TRIP36370_0,ɤ:,ø:,m,v,ES256,ES243,ES43,ES-participant1,ES-participant2,False,0,ES,6,0.0318895429372787,0.0400785133242607,0.1187927797436714,0.1192681938409805,0.09113102,0.055358283,0.16365317,0.18278094
ES_TRIP18882_1,a:,æ:,m,v,ES356,ES343,ES83,ES-participant5,ES-participant4,True,1,ES,6,0.0349645018577575,0.0802417621016502,0.0715632140636444,0.1285224854946136,0.058526613,0.1423909,0.10124078,0.21169117
FR_TRIP8392_0,u,ɔ,z,f,FR1084,FR1021,FR3845,FR-participant2,FR-participant5,False,0,FR,0,0.0190261267125606,0.0222335271537303,0.0549097917973995,0.0558198690414428,0.09309968,0.07741893,0.14834094,0.15600346
GR_TRIP57643_1,aː,yː,f,t,GR316,GR378,GR600,GR-participant4,GR-participant1,True,1,GR,3,0.0377387516200542,0.0574733577668666,0.0852044075727462,0.1016514301300048,0.03434059,0.1599306,0.17993325,0.33917665
GL_TRIP711_0,i,e,p,p,GLO12,GLO3,GLO165,S05M,S07F,False,0,GL,4,0.0176194906234741,0.0178253278136253,0.0261134188622236,0.0302799791097641,0.4564305,0.3571491,0.6820858,0.4461372
BR_TRIP7746_1,ẽ,õ,l,s,BR55,BR90,BR682,BR-participant2,BR-participant1,True,1,BR,2,0.0463278777897357,0.0413159802556037,0.0705154463648796,0.0681342706084251,0.105672844,0.06493721,0.14206976,0.105903186
BR_TRIP65430_1,õ,ĩ,l,s,BR700,BR688,BR22,BR-participant1,BR-participant2,True,1,BR,2,0.0304340049624443,0.0319828949868679,0.0661506801843643,0.0827803015708923,0.036522705,0.06099582,0.09353963,0.1265217
TU_TRIP2745_0,œ,y,p,t,TU102,TU113,TU205,TU-participant4,TU-participant1,False,0,TU,5,0.0359811186790466,0.0349456369876861,0.0888062044978141,0.0682917013764381,0.0688947,0.08287038,0.25876656,0.20794241
TU_TRIP2954_1,ɯ,œ,p,t,TU131,TU71,TU56,TU-participant4,TU-participant2,True,1,TU,5,0.0588809885084629,0.042366188019514,0.0663979351520538,0.0597148761153221,0.035502814,0.05997227,0.069581516,0.17721966
FR_TRIP68785_0,ɔ̃,ɑ̃,z,b,FR2382,FR2347,FR1897,FR-participant1,FR-participant3,False,0,FR,0,0.0283636692911386,0.0313432514667511,0.0630638822913169,0.0571938008069992,0.031141434,0.030886015,0.11809638,0.096554354
BR_TRIP49628_0,ũ,õ,k,b,BR660,BR853,BR956,BR-participant1,BR-participant5,False,0,BR,2,0.0234747361391782,0.0272672735154628,0.0462228134274482,0.0653292164206504,0.013779568,0.030582832,0.011047714,0.06882039
GL_TRIP974_1,o,ɔ,f,f,GLO125,GLO61,GLO109,S05M,S04F,True,1,GL,4,0.009810172021389,0.0130772981792688,0.010537838563323,0.0222274232655763,0.026500773,0.07347794,0.06669825,0.15837845
BR_TRIP38004_0,ɐ̃,a,k,b,BR254,BR361,BR478,BR-participant4,BR-participant3,False,0,BR,2,0.0409218333661556,0.0756511315703392,0.2496117204427719,0.3385400772094726,0.092438124,0.109632194,0.62333107,0.6377171
FR_TRIP38770_1,ɑ̃,ɛ̃,f,f,FR4487,FR4094,FR469,FR-participant8,FR-participant6,True,1,FR,0,0.0227507166564464,0.0272714272141456,0.046709444373846,0.0697036832571029,0.07368956,0.13682142,0.22577682,0.3392784
EN_TRIP19099_0,ɑ,æ,f,s,EN2909,EN2830,EN1806,EN-participant8,EN-participant1,False,0,EN,1,0.0367407165467739,0.0581780560314655,0.071407102048397,0.0930123776197433,0.09902886,0.12719446,0.21436673,0.238333
GR_TRIP63238_1,aː,ʏ,b,s,GR346,GR267,GR421,GR-participant4,GR-participant3,True,1,GR,3,0.0651006996631622,0.0716373398900032,0.1099152415990829,0.139672577381134,0.06489198,0.16103588,0.14104152,0.30908605
BR_TRIP7706_1,ẽ,ɐ̃,l,s,BR143,BR138,BR839,BR-participant2,BR-participant1,True,1,BR,2,0.042388018220663,0.0517201386392116,0.0751722753047943,0.1001888811588287,0.079886556,0.06677225,0.13315417,0.18842317
FR_TRIP17808_0,ɔ,œ,z,f,FR2219,FR2061,FR3596,FR-participant3,FR-participant5,False,0,FR,0,0.0166049767285585,0.0220909602940082,0.068908043205738,0.0783857852220535,0.0050838375,0.020707717,0.06067086,0.08762299
BR_TRIP63498_0,o,ɔ,k,s,BR829,BR826,BR203,BR-participant1,BR-participant2,False,0,BR,2,0.0255104415118694,0.0442891642451286,0.052883431315422,0.0736284106969833,0.046291165,0.074428655,0.1263889,0.15892187
FR_TRIP82314_0,i,e,z,b,FR3824,FR3457,FR777,FR-participant5,FR-participant2,False,0,FR,0,0.0146108139306306,0.0201336201280355,0.0705010667443275,0.0484666265547275,0.011385314,0.029997421,0.12957335,0.08676886
FR_TRIP65207_0,o,ɔ,z,b,FR1641,FR1303,FR1888,FR-participant4,FR-participant3,False,0,FR,0,0.033524714410305,0.0409353598952293,0.1357927471399307,0.1429600864648819,0.035017643,0.06655224,0.26627135,0.40404332
ES_TRIP31410_1,ø:,y:,s,t,ES261,ES216,ES12,ES-participant1,ES-participant2,True,1,ES,6,0.0236863642930984,0.0407049730420112,0.0640188306570053,0.0700545236468315,0.026939593,0.085100465,0.12531091,0.15825544
BR_TRIP43304_0,ɛ,e,d,s,BR364,BR283,BR861,BR-participant4,BR-participant5,False,0,BR,2,0.0522814765572547,0.0465781986713409,0.1668914258480072,0.1654535830020904,0.07204173,0.10234887,0.46592396,0.64148694
EN_TRIP40108_1,ɛ,eɪ,z,b,EN1786,EN1843,EN2802,EN-participant1,EN-participant8,True,1,EN,1,0.0392696261405944,0.0598964281380176,0.1089719384908676,0.1159255877137184,0.07045474,0.14570135,0.22736607,0.33826983
BR_TRIP45820_1,ɐ̃,õ,k,s,BR230,BR421,BR914,BR-participant4,BR-participant5,True,1,BR,2,0.0650217309594154,0.0541451163589954,0.2291794419288635,0.1825891584157943,0.16095199,0.057632852,0.76205546,0.49312827
EN_TRIP3340_1,æ,ɪ,z,f,EN160,EN181,EN1695,EN-participant6,EN-participant1,True,1,EN,1,0.0362360477447509,0.0474270246922969,0.0882086157798767,0.0928678885102272,0.091135696,0.13522021,0.21584238,0.28936887
BR_TRIP55038_0,ũ,u,d,k,BR661,BR835,BR27,BR-participant1,BR-participant2,False,0,BR,2,0.0223684161901474,0.022049106657505,0.0607044622302055,0.0563848242163658,0.017590508,0.024345404,0.084122084,0.10041835
BR_TRIP48480_0,ĩ,i,s,k,BR309,BR373,BR510,BR-participant4,BR-participant3,False,0,BR,2,0.1282026767730713,0.114407978951931,0.1089624017477035,0.1047362983226776,0.14105624,0.0928637,0.14426234,0.04350912
GR_TRIP62168_1,iː,ʏ,f,s,GR292,GR326,GR489,GR-participant4,GR-participant3,True,1,GR,3,0.0542668625712394,0.0632861405611038,0.0573665536940097,0.0625160038471221,0.082224034,0.12242494,0.13474867,0.18744148
BR_TRIP21178_0,ẽ,ũ,s,t,BR545,BR523,BR791,BR-participant3,BR-participant1,False,0,BR,2,0.0492409355938434,0.0449106730520725,0.1006330847740173,0.0887642577290535,0.08485596,0.056060255,0.33365494,0.113409676
GR_TRIP37240_1,ʏ,øː,l,t,GR623,GR519,GR695,GR-participant1,GR-participant5,True,1,GR,3,0.023789744824171,0.0234353430569171,0.0577587336301803,0.0589146874845027,0.049980577,0.04845819,0.14104031,0.11320101
BR_TRIP65907_1,ĩ,õ,l,s,BR775,BR666,BR16,BR-participant1,BR-participant2,True,1,BR,2,0.0289194751530885,0.0399835631251335,0.0540665835142135,0.0800047218799591,0.03412169,0.032664698,0.07973766,0.08765026
GL_TRIP1515_0,i,e,f,f,GLO84,GLO33,GLO58,S04F,S05M,False,0,GL,4,0.0180540140718221,0.0243186075240373,0.0223409868776798,0.0278223119676113,0.07424188,0.14439198,0.30031046,0.28258017
BR_TRIP20346_1,e,i,s,p,BR490,BR454,BR284,BR-participant3,BR-participant4,True,1,BR,2,0.1126452982425689,0.124964915215969,0.1335939764976501,0.136443629860878,0.27003175,0.36352438,0.5243856,0.69204223
GR_TRIP8693_1,iː,ʏ,f,t,GR160,GR213,GR720,GR-participant2,GR-participant5,True,1,GR,3,0.019410528242588,0.0307841673493385,0.0274654179811477,0.0260759461671113,0.042690605,0.039826684,0.058631632,0.04474203
FR_TRIP19172_0,œ,ø,z,b,FR2136,FR1831,FR1599,FR-participant3,FR-participant4,False,0,FR,0,0.0342528149485588,0.0357355810701847,0.1024526581168174,0.0877198502421379,0.03143916,0.043992948,0.17570204,0.18443948
GR_TRIP22565_0,aː,yː,b,s,GR389,GR466,GR107,GR-participant3,GR-participant6,False,0,GR,3,0.0366056971251964,0.1155893504619598,0.0869390666484832,0.1767840832471847,0.066817254,0.23067272,0.17828241,0.36698198
TU_TRIP1129_1,u,y,t,s,TU100,TU124,TU34,TU-participant4,TU-participant2,True,1,TU,5,0.0506882593035697,0.0507709942758083,0.0671276897192001,0.0693446174263954,0.089686975,0.124607086,0.11834688,0.1624319
GL_TRIP133_1,a,aː,p,p,GLO96,GLO67,GLO4,S03M,S02M,True,1,GL,4,0.0042398460209369,0.0075417505577206,0.0133852083235979,0.0223953556269407,0.012390026,0.06955028,0.12448976,0.1479973
ES_TRIP22865_0,i:,æ:,s,t,ES95,ES88,ES311,ES-participant4,ES-participant5,False,0,ES,6,0.0213178228586912,0.0771308094263076,0.0295306257903575,0.0740042105317115,0.047883198,0.2005157,0.060838822,0.20465119
FR_TRIP55317_1,o,œ,f,f,FR542,FR404,FR3214,FR-participant6,FR-participant7,True,1,FR,0,0.0257322285324335,0.0269144643098115,0.0381754301488399,0.0417793057858943,0.010311234,0.043770473,0.08185478,0.12195291
ES_TRIP9939_1,ɤ:,y:,s,t,ES310,ES288,ES154,ES-participant5,ES-participant3,True,1,ES,6,0.0392963476479053,0.0596043542027473,0.0613238029181957,0.0640544816851615,0.061002083,0.12725164,0.1563923,0.18206233
GR_TRIP51064_0,yː,uː,z,t,GR43,GR14,GR553,GR-participant6,GR-participant1,False,0,GR,3,0.0281216967850923,0.0456324517726898,0.0463427677750587,0.057172916829586,0.022860633,0.07887525,0.06893816,0.06731661
TU_TRIP8929_0,œ,ɯ,d,ʃ,TU37,TU25,TU94,TU-participant2,TU-participant4,False,0,TU,5,0.0548824444413185,0.0521580167114734,0.1372548937797546,0.1376303881406784,0.0721221,0.13083307,0.21596305,0.2265398
ES_TRIP8699_0,æ:,ɤ:,l,s,ES34,ES31,ES103,ES-participant2,ES-participant4,False,0,ES,6,0.0709820464253425,0.0634287595748901,0.2074907422065735,0.1448842138051986,0.13671191,0.093610965,0.4176072,0.22987685
BR_TRIP3539_1,i,ɛ,t,t,BR194,BR122,BR384,BR-participant2,BR-participant4,True,1,BR,2,0.0546031333506107,0.0507200881838798,0.0643058568239212,0.1189509704709053,0.06621925,0.0934117,0.14270282,0.24944194
FR_TRIP82012_0,o,ɔ,z,b,FR3528,FR3433,FR3256,FR-participant5,FR-participant7,False,0,FR,0,0.0180913507938385,0.0319733768701553,0.072715125977993,0.104857288300991,0.055002186,0.03801563,0.15566176,0.20402202
GR_TRIP78810_1,yː,øː,l,t,GR687,GR756,GR528,GR-participant5,GR-participant1,True,1,GR,3,0.0165004674345254,0.019073262810707,0.0492174252867698,0.0876102820038795,0.031570744,0.054995887,0.07806839,0.17029744
ES_TRIP2687_1,ø:,æ:,m,v,ES6,ES46,ES207,ES-participant2,ES-participant3,True,1,ES,6,0.0376746132969856,0.0513515882194042,0.1185939237475395,0.1413646191358566,0.053553134,0.066195324,0.18956539,0.23964523
BR_TRIP31136_0,ĩ,i,f,s,BR1028,BR994,BR847,BR-participant5,BR-participant1,False,0,BR,2,0.0466512367129325,0.0613073483109474,0.0789896845817565,0.0584172159433364,0.058193974,0.13620079,0.104744755,0.1562366
FR_TRIP35715_1,ɔ,œ,z,f,FR4007,FR4232,FR2655,FR-participant8,FR-participant1,True,1,FR,0,0.0511976853013038,0.0515848882496356,0.0929559096693992,0.1017328202724456,0.03557768,0.034063954,0.05251826,0.06425258
ES_TRIP22980_1,y:,ø:,s,t,ES120,ES84,ES15,ES-participant4,ES-participant2,True,1,ES,6,0.0474453978240489,0.045489452779293,0.0545680485665798,0.0735958367586135,0.10838412,0.06275902,0.13217229,0.14847156
GL_TRIP974_0,o,ɔ,f,f,GLO125,GLO61,GLO109,S05M,S04F,False,0,GL,4,0.009810172021389,0.0130772981792688,0.010537838563323,0.0222274232655763,0.026500773,0.07347794,0.06669825,0.15837845
BR_TRIP14646_1,ĩ,ɐ̃,z,b,BR504,BR617,BR260,BR-participant3,BR-participant4,True,1,BR,2,0.0756304264068603,0.0898574963212013,0.1012907847762107,0.1502108424901962,0.16501081,0.12046682,0.15711963,0.23032832
GR_TRIP30971_0,ʏ,øː,ts,k,GR589,GR524,GR119,GR-participant1,GR-participant6,False,0,GR,3,0.0251988172531127,0.0302522499114274,0.0285932049155235,0.044564239680767,0.055533156,0.26977733,0.089341305,0.16396558
EN_TRIP6390_1,ɑ,ʌ,b,f,EN1922,EN2178,EN1637,EN-participant7,EN-participant1,True,1,EN,1,0.0416773818433284,0.0411215052008628,0.0994152501225471,0.0997977331280708,0.08580869,0.092979334,0.19476022,0.20160465
BR_TRIP32068_0,ɐ̃,ẽ,l,s,BR1047,BR961,BR787,BR-participant5,BR-participant1,False,0,BR,2,0.0415914878249168,0.0489981658756732,0.0989651083946228,0.1120652630925178,0.022013195,0.051916823,0.11254554,0.1347994
TU_TRIP9721_1,œ,ɯ,p,t,TU205,TU199,TU93,TU-participant1,TU-participant4,True,1,TU,5,0.0426524132490158,0.0533413179218769,0.0783917531371116,0.0630540326237678,0.0494876,0.10194038,0.16427265,0.22009255
FR_TRIP12635_0,œ,ø,f,f,FR2074,FR1847,FR1615,FR-participant3,FR-participant4,False,0,FR,0,0.0489390008151531,0.0546749532222747,0.1043234393000602,0.1121778488159179,0.17052142,0.16145423,0.5725477,0.5536586
GR_TRIP64054_0,yː,iː,b,s,GR279,GR290,GR179,GR-participant4,GR-participant2,False,0,GR,3,0.0499280616641044,0.065717376768589,0.0579744540154933,0.0589177161455154,0.11553987,0.08548313,0.07983042,0.07588531
ES_TRIP27897_1,a:,ɤ:,m,v,ES212,ES184,ES11,ES-participant3,ES-participant2,True,1,ES,6,0.033706210553646,0.0442609339952468,0.1126663759350776,0.1238438189029693,0.049406327,0.05982965,0.18784365,0.19850492
BR_TRIP53750_1,ũ,õ,m,d,BR659,BR702,BR955,BR-participant1,BR-participant5,True,1,BR,2,0.0295991357415914,0.0247577168047428,0.0776339694857597,0.0631524622440338,0.031294566,0.036821656,0.07801626,0.106810644
FR_TRIP17553_1,ɛ̃,ɑ̃,z,f,FR1965,FR1860,FR1483,FR-participant3,FR-participant4,True,1,FR,0,0.0374116003513336,0.0306659154593944,0.1304625123739242,0.082095667719841,0.021803865,0.022889748,0.22424853,0.12753552
ES_TRIP13585_1,æ:,y:,l,s,ES319,ES294,ES127,ES-participant5,ES-participant4,True,1,ES,6,0.0806759521365165,0.068491980433464,0.1372764259576797,0.1114484816789627,0.13024803,0.15529904,0.2501239,0.25633696
BR_TRIP36377_0,õ,ɔ,d,g,BR268,BR379,BR588,BR-participant4,BR-participant3,False,0,BR,2,0.0353311635553836,0.0513895712792873,0.1569731533527374,0.1664450168609619,0.02993823,0.08993904,0.20891382,0.2795084
EN_TRIP37288_1,ʊ,ɪ,f,s,EN1741,EN1763,EN2386,EN-participant1,EN-participant5,True,1,EN,1,0.0557192787528038,0.062851533293724,0.0951078459620475,0.0966366976499557,0.08332089,0.1704493,0.19562428,0.25686553
BR_TRIP7460_0,ɔ,o,k,s,BR200,BR180,BR715,BR-participant2,BR-participant1,False,0,BR,2,0.0362454205751419,0.0486770644783973,0.0862264782190322,0.0714387893676757,0.069957815,0.10776237,0.21372883,0.15265204
TU_TRIP4683_0,y,u,t,s,TU181,TU135,TU223,TU-participant3,TU-participant1,False,0,TU,5,0.0260974373668432,0.0398815460503101,0.0513876006007194,0.0517101436853408,0.07854809,0.023122862,0.10713517,0.07013991
BR_TRIP8280_0,ẽ,ĩ,s,t,BR9,BR153,BR405,BR-participant2,BR-participant4,False,0,BR,2,0.0622406192123889,0.0824016779661178,0.0868936851620674,0.1134148612618446,0.10018207,0.21735531,0.27085188,0.3513623
ES_TRIP31961_0,i:,y:,s,t,ES263,ES228,ES311,ES-participant1,ES-participant5,False,0,ES,6,0.0282421801239252,0.0282421465963125,0.0349307209253311,0.0309257414191961,0.03194443,0.06688087,0.081001356,0.081716135
BR_TRIP788_1,ũ,ɐ̃,k,b,BR171,BR141,BR431,BR-participant2,BR-participant4,True,1,BR,2,0.0405722931027412,0.0441504344344139,0.0971052199602127,0.1202286183834075,0.0642612,0.10768791,0.19127828,0.28525895
FR_TRIP7095_0,e,ɛ,z,b,FR865,FR647,FR3457,FR-participant2,FR-participant5,False,0,FR,0,0.0201604906469583,0.0215915795415639,0.0529174841940403,0.0517165437340736,0.05395027,0.028658694,0.12378674,0.09059222
EN_TRIP37343_1,ɛ,eɪ,f,s,EN1801,EN1616,EN2946,EN-participant1,EN-participant8,True,1,EN,1,0.0520643107593059,0.0838046222925186,0.0760815069079399,0.1026719957590103,0.118621744,0.18266293,0.27213678,0.291082
TU_TRIP7803_0,i,ɯ,ʃ,t,TU46,TU23,TU153,TU-participant2,TU-participant3,False,0,TU,5,0.0508728064596653,0.0404810719192028,0.0989126041531562,0.0894172638654708,0.08241591,0.13827029,0.11825551,0.20121884
GR_TRIP796_0,ʏ,aː,b,s,GR241,GR204,GR325,GR-participant2,GR-participant4,False,0,GR,3,0.0488889142870903,0.0541062951087951,0.0716887339949607,0.1272021383047104,0.06938411,0.15353829,0.072301224,0.21706001
BR_TRIP59255_0,e,ĩ,s,p,BR752,BR691,BR633,BR-participant1,BR-participant3,False,0,BR,2,0.053738348186016,0.0659684538841247,0.0747366249561309,0.0666906610131263,0.10051813,0.12672757,0.110285714,0.12838018
FR_TRIP56761_1,ɔ̃,ɑ̃,f,f,FR1187,FR1137,FR924,FR-participant4,FR-participant2,True,1,FR,0,0.025336280465126,0.0411247909069061,0.0916562601923942,0.1336719542741775,0.016310772,0.04521253,0.14395517,0.3130949
EN_TRIP17778_0,ʊ,u,z,f,EN2927,EN2756,EN1023,EN-participant8,EN-participant4,False,0,EN,1,0.0278249271214008,0.0374264754354953,0.0409481264650821,0.0586164556443691,0.0051726243,0.03646846,0.04302223,0.102846555
TU_TRIP10981_1,u,i,t,s,TU212,TU220,TU91,TU-participant1,TU-participant4,True,1,TU,5,0.0500020608305931,0.0612729042768478,0.0557731054723262,0.0693877562880516,0.1317002,0.22324713,0.1694503,0.24435072
EN_TRIP22161_1,æ,ʌ,z,b,EN532,EN456,EN2307,EN-participant2,EN-participant5,True,1,EN,1,0.0413058958947658,0.0331390313804149,0.1408397108316421,0.1104202196002006,0.043245822,0.04235673,0.24195632,0.24019426
BR_TRIP46184_0,a,ɐ̃,k,s,BR359,BR230,BR118,BR-participant4,BR-participant2,False,0,BR,2,0.0816983208060264,0.0640658736228942,0.1742242872714996,0.1538444757461547,0.1946173,0.051831305,0.50573975,0.35047466
BR_TRIP15830_1,u,ũ,d,k,BR535,BR572,BR399,BR-participant3,BR-participant4,True,1,BR,2,0.0270881950855255,0.0365134365856647,0.0640634149312973,0.093389980494976,0.07287845,0.09266348,0.1637351,0.22145754
ES_TRIP11337_1,æ:,a:,s,t,ES313,ES314,ES217,ES-participant5,ES-participant1,True,1,ES,6,0.0385392569005489,0.0368279404938221,0.1042549163103103,0.0886029079556465,0.058808822,0.054994013,0.23397014,0.20998858
BR_TRIP25897_0,ẽ,õ,m,d,BR1024,BR890,BR773,BR-participant5,BR-participant1,False,0,BR,2,0.0603681467473506,0.034068401902914,0.103019468486309,0.075689673423767,0.14390554,0.10573671,0.25299895,0.22106421
GR_TRIP5722_1,ʏ,ʊ,f,s,GR242,GR206,GR693,GR-participant2,GR-participant5,True,1,GR,3,0.0306342635303735,0.0259094461798667,0.0405910201370716,0.0368225127458572,0.049175777,0.11272439,0.11596065,0.1354361
FR_TRIP50040_0,e,ɛ̃,z,b,FR342,FR159,FR1914,FR-participant6,FR-participant3,False,0,FR,0,0.0280758813023567,0.0315775237977504,0.081036202609539,0.1051742136478424,0.0539619,0.06493241,0.19706999,0.2595892
ES_TRIP13056_1,y:,ɤ:,l,s,ES306,ES292,ES102,ES-participant5,ES-participant4,True,1,ES,6,0.0574918985366821,0.081147588789463,0.0671099722385406,0.0942228510975837,0.08420909,0.09449323,0.105567425,0.1446648
GR_TRIP26465_1,yː,uː,ts,k,GR445,GR409,GR382,GR-participant3,GR-participant4,True,1,GR,3,0.0435517542064189,0.0308341234922409,0.0682714655995369,0.0494095981121063,0.06757828,0.029063426,0.1395157,0.112526916
GL_TRIP945_0,a,aː,f,f,GLO81,GLO31,GLO62,S05M,S07F,False,0,GL,4,0.0096466457471251,0.0093627907335758,0.0288958512246608,0.0310064684599638,0.10422957,0.09593318,0.34586674,0.32384658
TU_TRIP10416_1,u,ɯ,f,z,TU246,TU262,TU68,TU-participant1,TU-participant4,True,1,TU,5,0.0419863387942314,0.0522121451795101,0.0507932007312774,0.0635356232523918,0.03247021,0.07131344,0.10344937,0.14969365
FR_TRIP35304_1,y,i,z,b,FR4329,FR4402,FR3894,FR-participant8,FR-participant5,True,1,FR,0,0.0140886502340435,0.0207074731588363,0.0698206424713134,0.078041173517704,0.01467383,0.060051393,0.09378039,0.1288427
ES_TRIP4216_0,æ:,i:,m,v,ES10,ES8,ES187,ES-participant2,ES-participant3,False,0,ES,6,0.0451116524636745,0.0608995296061039,0.1409033685922622,0.1722918599843979,0.06840084,0.16746423,0.21950568,0.26508987
