,individual,language_indiv,filename,TGT,OTH,prev_phone,next_phone,TGT_item,OTH_item,X_item,speaker_tgt_oth,speaker_x,TGT_first,correct_answer,binarized_answer,nb_stimuli,TGT_first_code,language_indiv_code,language_stimuli,language_stimuli_code
3411,19,french,EN_TRIP40212_0,i,ɪ,z,b,EN1888,EN1569,EN19,EN-participant1,EN-participant6,False,2,1,19,0,1,EN,1
3412,19,french,FR_TRIP71414_1,y,i,f,f,FR2369,FR2522,FR3086,FR-participant1,FR-participant7,True,3,1,20,1,1,FR,0
3413,19,french,ES_TRIP5341_1,ɤ:,i:,s,t,ES13,ES62,ES166,ES-participant2,ES-participant3,True,3,1,21,1,1,ES,6
3414,19,french,BR_TRIP31903_1,ĩ,õ,l,s,BR1026,BR952,BR775,BR-participant5,BR-participant1,True,3,1,22,1,1,BR,2
3415,19,french,GR_TRIP36940_0,øː,ʏ,l,t,GR519,GR587,GR123,GR-participant1,GR-participant6,False,1,1,23,0,1,GR,3
3416,19,french,GL_TRIP823_0,ɔ,o,p,p,GLO139,GLO82,GLO129,S05M,S07F,False,3,1,24,0,1,GL,4
3417,19,french,TU_TRIP6440_1,ɯ,u,f,z,TU21,TU59,TU128,TU-participant2,TU-participant4,True,1,1,25,1,1,TU,5
3418,19,french,GR_TRIP20981_1,ʏ,ɪ,f,s,GR397,GR404,GR115,GR-participant3,GR-participant6,True,3,1,26,1,1,GR,3
3419,19,french,BR_TRIP788_0,ũ,ɐ̃,k,b,BR171,BR141,BR431,BR-participant2,BR-participant4,False,3,1,27,0,1,BR,2
3420,19,french,EN_TRIP17662_0,æ,ʌ,z,f,EN2819,EN2674,EN983,EN-participant8,EN-participant4,False,1,1,28,0,1,EN,1
3421,19,french,FR_TRIP49784_1,u,ɔ,z,b,FR232,FR37,FR1081,FR-participant6,FR-participant2,True,3,1,29,1,1,FR,0
3422,19,french,ES_TRIP9312_1,a:,æ:,l,s,ES71,ES70,ES224,ES-participant2,ES-participant1,True,-2,-1,30,1,1,ES,6
3423,19,french,BR_TRIP10222_0,e,ĩ,s,k,BR79,BR154,BR321,BR-participant2,BR-participant4,False,2,1,31,0,1,BR,2
3424,19,french,TU_TRIP2480_1,y,i,ʃ,t,TU125,TU122,TU49,TU-participant4,TU-participant2,True,1,1,32,1,1,TU,5
3425,19,french,EN_TRIP1276_0,ʊ,u,f,s,EN73,EN237,EN1741,EN-participant6,EN-participant1,False,3,1,33,0,1,EN,1
3426,19,french,FR_TRIP27687_0,ɔ̃,ɑ̃,z,f,FR3328,FR2996,FR83,FR-participant7,FR-participant6,False,3,1,34,0,1,FR,0
3427,19,french,BR_TRIP56335_1,ĩ,ẽ,z,b,BR687,BR840,BR60,BR-participant1,BR-participant2,True,3,1,35,1,1,BR,2
3428,19,french,GR_TRIP78810_1,yː,øː,l,t,GR687,GR756,GR528,GR-participant5,GR-participant1,True,2,1,36,1,1,GR,3
3429,19,french,GL_TRIP573_0,i,e,g,g,GLO69,GLO68,GLO22,S03M,S02M,False,2,1,37,0,1,GL,4
3430,19,french,BR_TRIP47059_1,ĩ,ũ,s,t,BR416,BR280,BR559,BR-participant4,BR-participant3,True,2,1,38,1,1,BR,2
3431,19,french,ES_TRIP9374_0,ø:,ɤ:,s,t,ES309,ES286,ES189,ES-participant5,ES-participant3,False,-2,-1,39,0,1,ES,6
3432,19,french,FR_TRIP84500_1,ø,ɔ,z,f,FR3968,FR3596,FR1834,FR-participant5,FR-participant2,True,3,1,40,1,1,FR,0
3433,19,french,GR_TRIP25826_0,ʏ,yː,ts,k,GR401,GR471,GR358,GR-participant3,GR-participant4,False,3,1,41,0,1,GR,3
3434,19,french,EN_TRIP19090_0,ɑ,u,f,s,EN2909,EN2768,EN1219,EN-participant8,EN-participant3,False,1,1,42,0,1,EN,1
3435,19,french,ES_TRIP18100_1,æ:,ø:,m,v,ES331,ES339,ES115,ES-participant5,ES-participant4,True,3,1,43,1,1,ES,6
3436,19,french,BR_TRIP66574_1,i,ɛ,d,s,BR758,BR748,BR993,BR-participant1,BR-participant5,True,3,1,44,1,1,BR,2
3437,19,french,TU_TRIP3697_0,y,u,f,z,TU167,TU143,TU16,TU-participant3,TU-participant2,False,3,1,45,0,1,TU,5
3438,19,french,FR_TRIP30588_1,œ,ɔ,f,f,FR3032,FR2910,FR3566,FR-participant7,FR-participant5,True,3,1,46,1,1,FR,0
3439,19,french,BR_TRIP59827_0,õ,ũ,s,t,BR667,BR706,BR91,BR-participant1,BR-participant2,False,-2,-1,47,0,1,BR,2
3440,19,french,GR_TRIP60074_1,ɪ,iː,f,t,GR302,GR372,GR636,GR-participant4,GR-participant1,True,-3,-1,48,1,1,GR,3
3441,19,french,BR_TRIP5725_0,ɐ̃,a,k,s,BR192,BR31,BR838,BR-participant2,BR-participant1,False,3,1,49,0,1,BR,2
3442,19,french,FR_TRIP64704_1,ø,œ,z,b,FR1230,FR1599,FR2952,FR-participant4,FR-participant7,True,2,1,50,1,1,FR,0
3443,19,french,EN_TRIP22135_0,ʌ,ʊ,z,b,EN456,EN648,EN364,EN-participant2,EN-participant6,False,-1,-1,51,0,1,EN,1
3444,19,french,FR_TRIP65197_1,e,i,z,b,FR1623,FR1665,FR1914,FR-participant4,FR-participant3,True,-1,-1,52,1,1,FR,0
3445,19,french,ES_TRIP13567_0,æ:,y:,l,s,ES307,ES294,ES271,ES-participant5,ES-participant1,False,3,1,53,0,1,ES,6
3446,19,french,TU_TRIP7285_0,u,i,t,s,TU28,TU45,TU91,TU-participant2,TU-participant4,False,3,1,54,0,1,TU,5
3447,19,french,EN_TRIP12396_0,ɪ,ʊ,z,f,EN2530,EN2375,EN962,EN-participant5,EN-participant4,False,3,1,55,0,1,EN,1
3448,19,french,GR_TRIP61242_1,ʊ,ʏ,f,s,GR262,GR268,GR542,GR-participant4,GR-participant1,True,1,1,56,1,1,GR,3
3449,19,french,TU_TRIP10005_1,ɯ,y,d,ʃ,TU200,TU261,TU132,TU-participant1,TU-participant3,True,2,1,57,1,1,TU,5
3450,19,french,BR_TRIP27429_0,u,o,b,k,BR908,BR1062,BR721,BR-participant5,BR-participant1,False,2,1,58,0,1,BR,2
3451,19,french,GL_TRIP133_0,a,aː,p,p,GLO96,GLO67,GLO4,S03M,S02M,False,2,1,59,0,1,GL,4
3452,19,french,ES_TRIP4216_1,æ:,i:,m,v,ES10,ES8,ES187,ES-participant2,ES-participant3,True,3,1,60,1,1,ES,6
3453,19,french,GR_TRIP63897_0,yː,aː,b,s,GR279,GR318,GR526,GR-participant4,GR-participant1,False,3,1,61,0,1,GR,3
3454,19,french,BR_TRIP45910_1,õ,ɔ,k,s,BR421,BR342,BR514,BR-participant4,BR-participant3,True,3,1,62,1,1,BR,2
3455,19,french,FR_TRIP38179_0,o,œ,f,f,FR4019,FR4245,FR3409,FR-participant8,FR-participant5,False,2,1,63,0,1,FR,0
3456,19,french,EN_TRIP24012_1,ɪ,æ,f,s,EN411,EN469,EN193,EN-participant2,EN-participant6,True,1,1,64,1,1,EN,1
3457,19,french,BR_TRIP36051_0,ɛ,e,t,ʃ,BR366,BR370,BR443,BR-participant4,BR-participant3,False,-2,-1,65,0,1,BR,2
3458,19,french,ES_TRIP24743_1,a:,ɤ:,l,s,ES128,ES124,ES71,ES-participant4,ES-participant2,True,3,1,66,1,1,ES,6
3459,19,french,GL_TRIP1523_0,i,ɛ,f,f,GLO84,GLO143,GLO58,S04F,S05M,False,-1,-1,67,0,1,GL,4
3460,19,french,BR_TRIP65982_0,ĩ,ɐ̃,l,s,BR845,BR764,BR876,BR-participant1,BR-participant5,False,3,1,68,0,1,BR,2
3461,19,french,FR_TRIP69970_1,ɛ,e,z,f,FR3782,FR3460,FR4113,FR-participant1,FR-participant8,True,3,1,69,1,1,FR,0
3462,19,french,GR_TRIP6703_1,yː,uː,f,t,GR221,GR247,GR686,GR-participant2,GR-participant5,True,2,1,70,1,1,GR,3
3463,19,french,GR_TRIP9227_1,aː,ʏ,f,t,GR232,GR213,GR105,GR-participant2,GR-participant6,True,3,1,71,1,1,GR,3
3464,19,french,EN_TRIP2885_1,æ,ɑ,z,b,EN261,EN135,EN1450,EN-participant6,EN-participant3,True,3,1,72,1,1,EN,1
3465,19,french,BR_TRIP15830_0,u,ũ,d,k,BR535,BR572,BR399,BR-participant3,BR-participant4,False,2,1,73,0,1,BR,2
3466,19,french,BR_TRIP53580_0,õ,ẽ,m,d,BR658,BR843,BR24,BR-participant1,BR-participant2,False,3,1,74,0,1,BR,2
3467,19,french,ES_TRIP29181_1,æ:,ɤ:,s,t,ES169,ES154,ES289,ES-participant3,ES-participant5,True,3,1,75,1,1,ES,6
3468,19,french,FR_TRIP56760_1,ɛ̃,e,f,f,FR1157,FR1685,FR4094,FR-participant4,FR-participant8,True,3,1,76,1,1,FR,0
3469,19,french,GR_TRIP52397_0,iː,yː,z,t,GR120,GR43,GR626,GR-participant6,GR-participant1,False,3,1,77,0,1,GR,3
3470,19,french,BR_TRIP14749_0,ĩ,ẽ,z,b,BR504,BR550,BR304,BR-participant3,BR-participant4,False,2,1,78,0,1,BR,2
3471,19,french,BR_TRIP57078_1,o,ɔ,t,f,BR803,BR714,BR989,BR-participant1,BR-participant5,True,3,1,79,1,1,BR,2
3472,19,french,TU_TRIP2954_1,ɯ,œ,p,t,TU131,TU71,TU56,TU-participant4,TU-participant2,True,-1,-1,80,1,1,TU,5
3473,19,french,ES_TRIP9846_0,ɤ:,i:,s,t,ES298,ES311,ES85,ES-participant5,ES-participant4,False,-1,-1,81,0,1,ES,6
3474,19,french,GL_TRIP6_0,e,ɛ,p,p,GLO2,GLO39,GLO103,S03M,S01F,False,3,1,82,0,1,GL,4
3475,19,french,ES_TRIP9384_0,ø:,ɤ:,s,t,ES309,ES298,ES213,ES-participant5,ES-participant1,False,-3,-1,83,0,1,ES,6
3476,19,french,GR_TRIP78372_1,ɪ,ʏ,f,s,GR748,GR714,GR140,GR-participant5,GR-participant2,True,-1,-1,84,1,1,GR,3
3477,19,french,BR_TRIP61756_0,i,ĩ,s,k,BR757,BR649,BR495,BR-participant1,BR-participant3,False,1,1,85,0,1,BR,2
3478,19,french,ES_TRIP10681_1,y:,ɤ:,s,t,ES312,ES298,ES228,ES-participant5,ES-participant1,True,1,1,86,1,1,ES,6
3479,19,french,TU_TRIP11574_0,y,u,t,s,TU236,TU203,TU80,TU-participant1,TU-participant4,False,1,1,87,0,1,TU,5
3480,19,french,TU_TRIP5496_1,y,i,ʃ,t,TU182,TU166,TU6,TU-participant3,TU-participant2,True,2,1,88,1,1,TU,5
3481,19,french,EN_TRIP12068_0,ɑ,ʌ,z,b,EN2411,EN2472,EN772,EN-participant5,EN-participant4,False,3,1,89,0,1,EN,1
3482,19,french,FR_TRIP30489_0,ɛ,ɛ̃,f,f,FR2928,FR3111,FR1206,FR-participant7,FR-participant4,False,3,1,90,0,1,FR,0
3483,19,french,EN_TRIP7171_1,ʌ,ʊ,z,b,EN2217,EN2074,EN1599,EN-participant7,EN-participant1,True,2,1,91,1,1,EN,1
3484,19,french,GR_TRIP5722_0,ʏ,ʊ,f,s,GR242,GR206,GR693,GR-participant2,GR-participant5,False,3,1,92,0,1,GR,3
3485,19,french,FR_TRIP50038_1,e,ɛ,z,b,FR342,FR101,FR1914,FR-participant6,FR-participant3,True,3,1,93,1,1,FR,0
3486,19,french,ES_TRIP3099_1,ɤ:,æ:,m,v,ES7,ES58,ES148,ES-participant2,ES-participant3,True,3,1,94,1,1,ES,6
3487,19,french,ES_TRIP29318_1,æ:,y:,s,t,ES193,ES192,ES64,ES-participant3,ES-participant2,True,3,1,95,1,1,ES,6
3488,19,french,ES_TRIP2639_1,ø:,y:,m,v,ES42,ES57,ES135,ES-participant2,ES-participant4,True,3,1,96,1,1,ES,6
3489,19,french,FR_TRIP12444_0,ø,ɔ,f,f,FR1847,FR2004,FR2642,FR-participant3,FR-participant1,False,3,1,97,0,1,FR,0
3490,19,french,FR_TRIP17640_1,œ,o,z,f,FR2061,FR1891,FR1602,FR-participant3,FR-participant4,True,3,1,98,1,1,FR,0
3491,19,french,GR_TRIP36819_0,iː,ʏ,f,s,GR630,GR566,GR2,GR-participant1,GR-participant6,False,3,1,99,0,1,GR,3
3492,19,french,GL_TRIP1309_0,aː,a,g,g,GLO146,GLO127,GLO1,S05M,S02M,False,-1,-1,100,0,1,GL,4
3493,19,french,TU_TRIP2263_1,i,u,ʃ,t,TU122,TU101,TU15,TU-participant4,TU-participant2,True,3,1,101,1,1,TU,5
3494,19,french,EN_TRIP7005_1,ɛ,eɪ,z,b,EN2085,EN1950,EN1266,EN-participant7,EN-participant3,True,3,1,102,1,1,EN,1
3495,19,french,EN_TRIP27338_0,ʊ,u,z,b,EN1020,EN1144,EN2924,EN-participant4,EN-participant8,False,3,1,103,0,1,EN,1
3496,19,french,GR_TRIP12152_1,øː,yː,ks,d,GR253,GR137,GR125,GR-participant2,GR-participant6,True,2,1,104,1,1,GR,3
3497,19,french,BR_TRIP22489_0,ũ,ɐ̃,k,b,BR956,BR949,BR335,BR-participant5,BR-participant4,False,-3,-1,105,0,1,BR,2
3498,19,french,BR_TRIP31558_1,e,i,s,p,BR931,BR982,BR752,BR-participant5,BR-participant1,True,-2,-1,106,1,1,BR,2
3499,19,french,FR_TRIP81895_0,ɔ,o,z,b,FR3433,FR3528,FR4535,FR-participant5,FR-participant8,False,3,1,107,0,1,FR,0
3500,19,french,BR_TRIP33981_0,ɐ̃,ẽ,t,t,BR292,BR301,BR915,BR-participant4,BR-participant5,False,-3,-1,108,0,1,BR,2
3501,19,french,FR_TRIP8043_1,i,e,z,f,FR780,FR868,FR56,FR-participant2,FR-participant6,True,2,1,109,1,1,FR,0
3502,19,french,ES_TRIP24112_1,ɤ:,a:,l,s,ES91,ES104,ES31,ES-participant4,ES-participant2,True,-1,-1,110,1,1,ES,6
3503,19,french,EN_TRIP24235_0,u,ɑ,f,s,EN700,EN563,EN2768,EN-participant2,EN-participant8,False,2,1,111,0,1,EN,1
3504,19,french,EN_TRIP8855_1,æ,ɪ,f,s,EN2286,EN1991,EN469,EN-participant7,EN-participant2,True,3,1,112,1,1,EN,1
3505,19,french,BR_TRIP48224_0,i,ĩ,s,p,BR329,BR264,BR1056,BR-participant4,BR-participant5,False,1,1,113,0,1,BR,2
3506,19,french,FR_TRIP69896_1,ɔ,u,z,f,FR2655,FR2308,FR4007,FR-participant1,FR-participant8,True,3,1,114,1,1,FR,0
3507,19,french,GL_TRIP593_0,ɔ,o,g,g,GLO75,GLO19,GLO65,S03M,S02M,False,-1,-1,115,0,1,GL,4
3508,19,french,GL_TRIP863_0,i,e,f,f,GLO58,GLO63,GLO53,S05M,S07F,False,-3,-1,116,0,1,GL,4
3509,19,french,BR_TRIP4687_1,ĩ,õ,l,g,BR62,BR155,BR776,BR-participant2,BR-participant1,True,2,1,117,1,1,BR,2
3510,19,french,BR_TRIP46404_1,u,o,s,b,BR242,BR395,BR909,BR-participant4,BR-participant5,True,1,1,118,1,1,BR,2
3511,19,french,BR_TRIP27188_1,ɔ,õ,d,g,BR1058,BR1033,BR823,BR-participant5,BR-participant1,True,2,1,119,1,1,BR,2
3512,19,french,BR_TRIP55038_0,ũ,u,d,k,BR661,BR835,BR27,BR-participant1,BR-participant2,False,2,1,120,0,1,BR,2
3513,19,french,GR_TRIP1571_0,yː,aː,ɡ,s,GR185,GR190,GR383,GR-participant2,GR-participant4,False,-3,-1,121,0,1,GR,3
3514,19,french,FR_TRIP17751_1,y,i,z,f,FR2100,FR2097,FR327,FR-participant3,FR-participant6,True,3,1,122,1,1,FR,0
3515,19,french,TU_TRIP10153_0,y,ɯ,d,ʃ,TU226,TU200,TU114,TU-participant1,TU-participant4,False,2,1,123,0,1,TU,5
3516,19,french,ES_TRIP4101_1,æ:,ø:,m,v,ES46,ES54,ES247,ES-participant2,ES-participant1,True,3,1,124,1,1,ES,6
3517,19,french,BR_TRIP55839_0,ẽ,ũ,z,b,BR683,BR673,BR11,BR-participant1,BR-participant2,False,1,1,125,0,1,BR,2
3518,19,french,BR_TRIP25301_1,ĩ,ũ,z,b,BR966,BR895,BR411,BR-participant5,BR-participant4,True,-2,-1,126,1,1,BR,2
3519,19,french,FR_TRIP38289_0,ɛ̃,ɑ̃,f,f,FR4094,FR4487,FR126,FR-participant8,FR-participant6,False,3,1,127,0,1,FR,0
3520,19,french,FR_TRIP66345_1,œ,ɔ,z,f,FR1602,FR1306,FR3367,FR-participant4,FR-participant7,True,3,1,128,1,1,FR,0
3521,19,french,TU_TRIP10757_0,ɯ,u,f,z,TU240,TU211,TU185,TU-participant1,TU-participant3,False,3,1,129,0,1,TU,5
3522,19,french,BR_TRIP32180_1,ɐ̃,õ,l,s,BR946,BR952,BR787,BR-participant5,BR-participant1,True,1,1,130,1,1,BR,2
3523,19,french,GR_TRIP65455_0,uː,ʊ,z,t,GR332,GR264,GR560,GR-participant4,GR-participant1,False,3,1,131,0,1,GR,3
3524,19,french,FR_TRIP12490_1,e,ɛ̃,f,f,FR1930,FR1978,FR3553,FR-participant3,FR-participant5,True,3,1,132,1,1,FR,0
3525,19,french,BR_TRIP16810_0,õ,ũ,m,d,BR595,BR596,BR668,BR-participant3,BR-participant1,False,-2,-1,133,0,1,BR,2
3526,19,french,BR_TRIP25907_1,ẽ,õ,m,d,BR1024,BR954,BR410,BR-participant5,BR-participant4,True,3,1,134,1,1,BR,2
3527,19,french,GR_TRIP27669_0,yː,ʏ,f,t,GR597,GR622,GR280,GR-participant1,GR-participant4,False,2,1,135,0,1,GR,3
3528,19,french,ES_TRIP11337_1,æ:,a:,s,t,ES313,ES314,ES217,ES-participant5,ES-participant1,True,3,1,136,1,1,ES,6
3529,19,french,BR_TRIP64729_0,a,ɐ̃,k,s,BR743,BR761,BR922,BR-participant1,BR-participant5,False,3,1,137,0,1,BR,2
3530,19,french,GR_TRIP79555_0,ʏ,aː,b,s,GR713,GR706,GR428,GR-participant5,GR-participant3,False,3,1,138,0,1,GR,3
3531,19,french,EN_TRIP12623_1,ɪ,i,f,s,EN2436,EN2503,EN411,EN-participant5,EN-participant2,True,3,1,139,1,1,EN,1
3532,19,french,TU_TRIP8838_1,ɯ,œ,d,ʃ,TU31,TU37,TU66,TU-participant2,TU-participant4,True,2,1,140,1,1,TU,5
3533,19,french,GR_TRIP41339_0,iː,ɪ,ɡ,s,GR62,GR13,GR176,GR-participant6,GR-participant2,False,2,1,141,0,1,GR,3
3534,19,french,ES_TRIP12840_1,i:,æ:,l,s,ES305,ES307,ES221,ES-participant5,ES-participant1,True,3,1,142,1,1,ES,6
3535,19,french,BR_TRIP66418_0,e,ɛ,d,s,BR751,BR811,BR489,BR-participant1,BR-participant3,False,3,1,143,0,1,BR,2
3536,19,french,FR_TRIP76349_1,ɑ̃,ɔ̃,f,f,FR3795,FR3732,FR994,FR-participant5,FR-participant2,True,2,1,144,1,1,FR,0
3537,19,french,GR_TRIP67196_0,øː,ʏ,ts,k,GR370,GR358,GR256,GR-participant4,GR-participant2,False,-1,-1,145,0,1,GR,3
3538,19,french,EN_TRIP27528_1,ʌ,æ,z,f,EN897,EN983,EN2674,EN-participant4,EN-participant8,True,2,1,146,1,1,EN,1
3539,19,french,EN_TRIP40552_0,æ,ɑ,z,f,EN1695,EN1642,EN2819,EN-participant1,EN-participant8,False,-1,-1,147,0,1,EN,1
3540,19,french,GR_TRIP69541_0,uː,yː,f,t,GR752,GR686,GR576,GR-participant5,GR-participant1,False,3,1,148,0,1,GR,3
3541,19,french,TU_TRIP3658_1,i,ɯ,f,z,TU177,TU159,TU232,TU-participant3,TU-participant1,True,1,1,149,1,1,TU,5
3542,19,french,TU_TRIP9934_1,y,œ,p,t,TU260,TU249,TU170,TU-participant1,TU-participant3,True,2,1,150,1,1,TU,5
3543,19,french,BR_TRIP58782_0,i,ɛ,f,s,BR794,BR732,BR47,BR-participant1,BR-participant2,False,3,1,151,0,1,BR,2
3544,19,french,BR_TRIP21237_1,ĩ,ɐ̃,s,t,BR559,BR619,BR648,BR-participant3,BR-participant1,True,3,1,152,1,1,BR,2
3545,19,french,EN_TRIP3380_0,ɪ,ʊ,z,f,EN181,EN207,EN1572,EN-participant6,EN-participant1,False,2,1,153,0,1,EN,1
3546,19,french,ES_TRIP12793_1,i:,y:,l,s,ES317,ES318,ES173,ES-participant5,ES-participant3,True,3,1,154,1,1,ES,6
3547,19,french,GL_TRIP106_0,i,ɛ,p,p,GLO78,GLO39,GLO138,S03M,S01F,False,3,1,155,0,1,GL,4
3548,19,french,GR_TRIP52724_1,yː,øː,ks,d,GR69,GR125,GR224,GR-participant6,GR-participant2,True,3,1,156,1,1,GR,3
3549,19,french,BR_TRIP14623_1,ĩ,e,z,b,BR580,BR494,BR304,BR-participant3,BR-participant4,True,1,1,157,1,1,BR,2
3550,19,french,GL_TRIP1510_0,e,ɛ,f,f,GLO33,GLO143,GLO55,S04F,S03M,False,3,1,158,0,1,GL,4
3551,19,french,BR_TRIP65907_0,ĩ,õ,l,s,BR775,BR666,BR16,BR-participant1,BR-participant2,False,2,1,159,0,1,BR,2
3552,19,french,FR_TRIP84461_1,œ,ɔ,z,f,FR3954,FR3596,FR3367,FR-participant5,FR-participant7,True,3,1,160,1,1,FR,0
3553,19,french,FR_TRIP12283_0,u,ɔ,f,f,FR1725,FR2004,FR2321,FR-participant3,FR-participant1,False,3,1,161,0,1,FR,0
3554,19,french,BR_TRIP44489_0,ɔ,o,k,s,BR236,BR393,BR200,BR-participant4,BR-participant2,False,2,1,162,0,1,BR,2
3555,19,french,EN_TRIP2808_0,ɛ,eɪ,z,b,EN141,EN102,EN1109,EN-participant6,EN-participant4,False,1,1,163,0,1,EN,1
3556,19,french,ES_TRIP36905_0,y:,ø:,m,v,ES246,ES279,ES57,ES-participant1,ES-participant2,False,3,1,164,0,1,ES,6
3557,19,french,EN_TRIP7154_1,ʌ,ɑ,z,b,EN2217,EN1924,EN1511,EN-participant7,EN-participant3,True,-2,-1,165,1,1,EN,1
3558,19,french,TU_TRIP2053_0,u,i,ʃ,t,TU70,TU78,TU35,TU-participant4,TU-participant2,False,3,1,166,0,1,TU,5
3559,19,french,BR_TRIP58407_1,e,ɛ,f,s,BR738,BR812,BR81,BR-participant1,BR-participant2,True,3,1,167,1,1,BR,2
3560,19,french,GR_TRIP71750_1,yː,ʏ,f,t,GR764,GR694,GR221,GR-participant5,GR-participant2,True,2,1,168,1,1,GR,3
3561,19,french,BR_TRIP12188_1,ũ,u,k,b,BR521,BR536,BR704,BR-participant3,BR-participant1,True,-1,-1,169,1,1,BR,2
3562,19,french,TU_TRIP4728_1,y,œ,t,s,TU168,TU197,TU5,TU-participant3,TU-participant2,True,2,1,170,1,1,TU,5
3563,19,french,FR_TRIP8096_0,o,ɔ,z,f,FR803,FR1021,FR1644,FR-participant2,FR-participant4,False,3,1,171,0,1,FR,0
3564,19,french,EN_TRIP2931_1,ɪ,æ,z,b,EN295,EN261,EN717,EN-participant6,EN-participant2,True,2,1,172,1,1,EN,1
3565,19,french,ES_TRIP7793_0,ɤ:,a:,l,s,ES31,ES35,ES268,ES-participant2,ES-participant1,False,3,1,173,0,1,ES,6
3566,19,french,EN_TRIP4083_1,ʌ,æ,t,s,EN250,EN124,EN1439,EN-participant6,EN-participant3,True,-2,-1,174,1,1,EN,1
3567,19,french,ES_TRIP33123_0,ɤ:,ø:,l,s,ES220,ES267,ES19,ES-participant1,ES-participant2,False,3,1,175,0,1,ES,6
3568,19,french,ES_TRIP29363_1,æ:,a:,s,t,ES193,ES158,ES313,ES-participant3,ES-participant5,True,1,1,176,1,1,ES,6
3569,19,french,BR_TRIP3539_0,i,ɛ,t,t,BR194,BR122,BR384,BR-participant2,BR-participant4,False,3,1,177,0,1,BR,2
3570,19,french,FR_TRIP36092_1,ɑ̃,ɔ̃,z,f,FR4274,FR4250,FR3642,FR-participant8,FR-participant5,True,-2,-1,178,1,1,FR,0
3571,19,french,TU_TRIP11083_0,u,ɯ,t,s,TU203,TU263,TU91,TU-participant1,TU-participant4,False,3,1,179,0,1,TU,5
3572,20,french,BR_TRIP20082_1,i,ɛ,f,s,BR452,BR487,BR291,BR-participant3,BR-participant4,True,2,1,0,1,1,BR,2
3573,20,french,FR_TRIP49305_0,ɔ,œ,z,b,FR37,FR178,FR4004,FR-participant6,FR-participant8,False,2,1,1,0,1,FR,0
3574,20,french,ES_TRIP32497_0,æ:,y:,s,t,ES229,ES264,ES301,ES-participant1,ES-participant5,False,3,1,2,0,1,ES,6
3575,20,french,GR_TRIP55733_0,iː,ɪ,ɡ,s,GR276,GR303,GR488,GR-participant4,GR-participant3,False,-1,-1,3,0,1,GR,3
3576,20,french,BR_TRIP50014_1,ɐ̃,ũ,k,b,BR680,BR660,BR949,BR-participant1,BR-participant5,True,3,1,4,1,1,BR,2
3577,20,french,EN_TRIP2900_1,æ,ʌ,z,b,EN261,EN364,EN980,EN-participant6,EN-participant4,True,3,1,5,1,1,EN,1
3578,20,french,TU_TRIP8912_1,œ,y,d,ʃ,TU63,TU8,TU103,TU-participant2,TU-participant4,True,3,1,6,1,1,TU,5
3579,20,french,FR_TRIP27586_0,y,i,z,f,FR3073,FR3185,FR2356,FR-participant7,FR-participant1,False,2,1,7,0,1,FR,0
3580,20,french,EN_TRIP7284_1,æ,ɑ,z,f,EN2017,EN1927,EN535,EN-participant7,EN-participant2,True,3,1,8,1,1,EN,1
3581,20,french,BR_TRIP46062_0,õ,ɐ̃,k,s,BR421,BR402,BR514,BR-participant4,BR-participant3,False,3,1,9,0,1,BR,2
3582,20,french,ES_TRIP24615_0,æ:,i:,l,s,ES127,ES101,ES22,ES-participant4,ES-participant2,False,3,1,10,0,1,ES,6
3583,20,french,GR_TRIP25826_1,ʏ,yː,ts,k,GR401,GR471,GR358,GR-participant3,GR-participant4,True,3,1,11,1,1,GR,3
3584,20,french,GL_TRIP2508_0,ɔ,o,f,f,GLO131,GLO37,GLO104,S07F,S03M,False,3,1,12,0,1,GL,4
3585,20,french,BR_TRIP42899_0,ũ,u,d,k,BR279,BR399,BR172,BR-participant4,BR-participant2,False,1,1,13,0,1,BR,2
3586,20,french,FR_TRIP12490_1,e,ɛ̃,f,f,FR1930,FR1978,FR3553,FR-participant3,FR-participant5,True,3,1,14,1,1,FR,0
3587,20,french,TU_TRIP8137_0,ɯ,u,ʃ,t,TU11,TU29,TU117,TU-participant2,TU-participant4,False,1,1,15,0,1,TU,5
3588,20,french,ES_TRIP21395_0,y:,ɤ:,m,v,ES81,ES112,ES354,ES-participant4,ES-participant5,False,2,1,16,0,1,ES,6
3589,20,french,GR_TRIP11438_0,iː,yː,z,t,GR217,GR182,GR719,GR-participant2,GR-participant5,False,-1,-1,17,0,1,GR,3
3590,20,french,BR_TRIP58573_1,i,ĩ,f,s,BR742,BR646,BR994,BR-participant1,BR-participant5,True,-1,-1,18,1,1,BR,2
3591,20,french,EN_TRIP17769_1,ʊ,ʌ,z,f,EN2927,EN2674,EN651,EN-participant8,EN-participant2,True,1,1,19,1,1,EN,1
3592,20,french,GR_TRIP8405_1,ʏ,ʊ,f,t,GR213,GR237,GR715,GR-participant2,GR-participant5,True,2,1,20,1,1,GR,3
3593,20,french,BR_TRIP8280_1,ẽ,ĩ,s,t,BR9,BR153,BR405,BR-participant2,BR-participant4,True,2,1,21,1,1,BR,2
3594,20,french,TU_TRIP4432_1,i,u,t,s,TU152,TU135,TU233,TU-participant3,TU-participant1,True,2,1,22,1,1,TU,5
3595,20,french,FR_TRIP7230_0,ɔ,u,z,b,FR1018,FR1081,FR3433,FR-participant2,FR-participant5,False,2,1,23,0,1,FR,0
