filename,TGT,OTH,prev_phone,next_phone,TGT_item,OTH_item,X_item,speaker_tgt_oth,speaker_x,TGT_first,TGT_first_code,language_stimuli,language_stimuli_code
GR_TRIP25107_0,øː,ʏ,n,t,GR458,GR427,GR653,GR-participant3,GR-participant5,FALSE,0,GR,3
FR_TRIP64704_1,ø,œ,z,b,FR1230,FR1599,FR2952,FR-participant4,FR-participant7,TRUE,1,FR,0
GL_TRIP573_0,i,e,g,g,GLO69,GLO68,GLO22,S03M,S02M,FALSE,0,GL,4
FR_TRIP57187_1,i,e,f,f,FR1681,FR1685,FR2254,FR-participant4,FR-participant3,TRUE,1,FR,0
ES_TRIP5341_0,ɤ:,i:,s,t,ES13,ES62,ES166,ES-participant2,ES-participant3,FALSE,0,ES,6
BR_TRIP60700_1,ẽ,ĩ,s,t,BR768,BR648,BR54,BR-participant1,BR-participant2,TRUE,1,BR,2
FR_TRIP17782_0,ɔ,o,z,f,FR2219,FR1891,FR2655,FR-participant3,FR-participant1,FALSE,0,FR,0
GR_TRIP37873_1,yː,iː,b,s,GR550,GR628,GR40,GR-participant1,GR-participant6,TRUE,1,GR,3
EN_TRIP22888_1,u,ʊ,z,f,EN688,EN651,EN2756,EN-participant2,EN-participant8,TRUE,1,EN,1
GR_TRIP46065_0,ʊ,ʏ,f,s,GR23,GR29,GR391,GR-participant6,GR-participant3,FALSE,0,GR,3
TU_TRIP8929_1,œ,ɯ,d,ʃ,TU37,TU25,TU94,TU-participant2,TU-participant4,TRUE,1,TU,5
BR_TRIP46184_1,a,ɐ̃,k,s,BR359,BR230,BR118,BR-participant4,BR-participant2,TRUE,1,BR,2
BR_TRIP2113_0,ũ,ɐ̃,m,d,BR170,BR52,BR334,BR-participant2,BR-participant4,FALSE,0,BR,2
ES_TRIP27406_1,y:,i:,m,v,ES210,ES149,ES45,ES-participant3,ES-participant2,TRUE,1,ES,6
GR_TRIP32421_0,ɪ,ʏ,ɡ,s,GR637,GR607,GR49,GR-participant1,GR-participant6,FALSE,0,GR,3
TU_TRIP2480_0,y,i,ʃ,t,TU125,TU122,TU49,TU-participant4,TU-participant2,FALSE,0,TU,5
BR_TRIP56438_1,ĩ,e,z,b,BR774,BR756,BR580,BR-participant1,BR-participant3,TRUE,1,BR,2
TU_TRIP11279_0,œ,y,t,s,TU252,TU236,TU197,TU-participant1,TU-participant3,FALSE,0,TU,5
GL_TRIP1329_0,e,ɛ,g,g,GLO0,GLO152,GLO137,S04F,S05M,FALSE,0,GL,4
GR_TRIP52900_1,yː,ʏ,ts,k,GR9,GR33,GR555,GR-participant6,GR-participant1,TRUE,1,GR,3
BR_TRIP7398_1,ɔ,õ,k,s,BR200,BR19,BR801,BR-participant2,BR-participant1,TRUE,1,BR,2
FR_TRIP84000_1,ɛ̃,ɛ,z,f,FR3473,FR3782,FR717,FR-participant5,FR-participant2,TRUE,1,FR,0
BR_TRIP49750_0,ũ,ɐ̃,k,b,BR704,BR767,BR571,BR-participant1,BR-participant3,FALSE,0,BR,2
FR_TRIP26406_1,ø,œ,z,b,FR2952,FR3364,FR2428,FR-participant7,FR-participant1,TRUE,1,FR,0
TU_TRIP7285_0,u,i,t,s,TU28,TU45,TU91,TU-participant2,TU-participant4,FALSE,0,TU,5
ES_TRIP32887_0,ø:,ɤ:,l,s,ES267,ES232,ES303,ES-participant1,ES-participant5,FALSE,0,ES,6
GR_TRIP18299_1,iː,ʏ,f,t,GR403,GR511,GR121,GR-participant3,GR-participant6,TRUE,1,GR,3
GR_TRIP35175_0,ɪ,iː,f,s,GR557,GR575,GR724,GR-participant1,GR-participant5,FALSE,0,GR,3
ES_TRIP3950_1,y:,æ:,m,v,ES57,ES10,ES282,ES-participant2,ES-participant1,TRUE,1,ES,6
EN_TRIP40491_0,ʌ,ʊ,z,f,EN1602,EN1730,EN2220,EN-participant1,EN-participant7,FALSE,0,EN,1
ES_TRIP28920_1,y:,ø:,s,t,ES192,ES165,ES312,ES-participant3,ES-participant5,TRUE,1,ES,6
GL_TRIP44_1,o,ɔ,p,p,GLO32,GLO132,GLO106,S03M,S04F,TRUE,1,GL,4
GR_TRIP8946_1,aː,yː,f,t,GR202,GR134,GR19,GR-participant2,GR-participant6,TRUE,1,GR,3
FR_TRIP82056_0,o,œ,z,b,FR3528,FR3951,FR3256,FR-participant5,FR-participant7,FALSE,0,FR,0
GL_TRIP226_1,e,i,f,f,GLO55,GLO64,GLO76,S03M,S01F,TRUE,1,GL,4
BR_TRIP24180_0,ɐ̃,ẽ,t,t,BR915,BR872,BR785,BR-participant5,BR-participant1,FALSE,0,BR,2
FR_TRIP12479_0,e,ɛ,f,f,FR1930,FR1828,FR2782,FR-participant3,FR-participant1,FALSE,0,FR,0
EN_TRIP15318_0,æ,ʌ,t,s,EN2709,EN2733,EN480,EN-participant8,EN-participant2,FALSE,0,EN,1
BR_TRIP57473_0,ĩ,ũ,f,s,BR690,BR664,BR1028,BR-participant1,BR-participant5,FALSE,0,BR,2
ES_TRIP9049_1,a:,ɤ:,l,s,ES23,ES67,ES236,ES-participant2,ES-participant1,TRUE,1,ES,6
TU_TRIP617_0,i,ɯ,f,z,TU107,TU84,TU254,TU-participant4,TU-participant1,FALSE,0,TU,5
FR_TRIP38401_1,i,y,f,f,FR4176,FR4377,FR1681,FR-participant8,FR-participant4,TRUE,1,FR,0
BR_TRIP13172_0,ɐ̃,a,t,t,BR539,BR439,BR292,BR-participant3,BR-participant4,FALSE,0,BR,2
ES_TRIP24539_1,æ:,ø:,l,s,ES127,ES90,ES70,ES-participant4,ES-participant2,TRUE,1,ES,6
TU_TRIP7209_1,ɯ,u,t,s,TU53,TU34,TU160,TU-participant2,TU-participant3,TRUE,1,TU,5
FR_TRIP65023_0,ɛ̃,e,z,b,FR1480,FR1623,FR4203,FR-participant4,FR-participant8,FALSE,0,FR,0
ES_TRIP11687_1,a:,æ:,s,t,ES290,ES313,ES194,ES-participant5,ES-participant3,TRUE,1,ES,6
BR_TRIP20803_1,õ,ɐ̃,l,s,BR567,BR618,BR666,BR-participant3,BR-participant1,TRUE,1,BR,2
FR_TRIP8274_1,ɔ,o,z,f,FR1021,FR803,FR1306,FR-participant2,FR-participant4,TRUE,1,FR,0
BR_TRIP32330_0,ĩ,ɐ̃,s,t,BR971,BR918,BR416,BR-participant5,BR-participant4,FALSE,0,BR,2
FR_TRIP50935_0,ɑ̃,ɛ̃,z,f,FR456,FR162,FR2996,FR-participant6,FR-participant7,FALSE,0,FR,0
GR_TRIP67781_1,uː,yː,z,t,GR644,GR688,GR230,GR-participant5,GR-participant2,TRUE,1,GR,3
BR_TRIP46243_0,o,u,s,b,BR223,BR347,BR936,BR-participant4,BR-participant5,FALSE,0,BR,2
EN_TRIP12179_0,ɪ,i,z,b,EN2527,EN2488,EN717,EN-participant5,EN-participant2,FALSE,0,EN,1
GR_TRIP63238_0,aː,ʏ,b,s,GR346,GR267,GR421,GR-participant4,GR-participant3,FALSE,0,GR,3
FR_TRIP55240_1,ɔ̃,ɑ̃,f,f,FR479,FR469,FR2137,FR-participant6,FR-participant3,TRUE,1,FR,0
BR_TRIP16810_1,õ,ũ,m,d,BR595,BR596,BR668,BR-participant3,BR-participant1,TRUE,1,BR,2
EN_TRIP27242_1,æ,ɑ,z,b,EN980,EN772,EN2307,EN-participant4,EN-participant5,TRUE,1,EN,1
EN_TRIP19090_0,ɑ,u,f,s,EN2909,EN2768,EN1219,EN-participant8,EN-participant3,FALSE,0,EN,1
BR_TRIP48875_0,i,ĩ,s,k,BR373,BR266,BR132,BR-participant4,BR-participant2,FALSE,0,BR,2
BR_TRIP35977_1,ɛ,e,t,ʃ,BR213,BR286,BR76,BR-participant4,BR-participant2,TRUE,1,BR,2
BR_TRIP57499_0,ĩ,ũ,f,s,BR847,BR708,BR151,BR-participant1,BR-participant2,FALSE,0,BR,2
GR_TRIP79480_1,aː,yː,b,s,GR741,GR763,GR204,GR-participant5,GR-participant2,TRUE,1,GR,3
EN_TRIP3290_0,ɛ,eɪ,z,f,EN144,EN105,EN1112,EN-participant6,EN-participant4,FALSE,0,EN,1
TU_TRIP10021_1,ɯ,y,d,ʃ,TU209,TU261,TU88,TU-participant1,TU-participant4,TRUE,1,TU,5
FR_TRIP82361_0,u,ɔ,z,b,FR3842,FR3433,FR4425,FR-participant5,FR-participant8,FALSE,0,FR,0
FR_TRIP17398_0,ø,ɔ,z,f,FR1834,FR2219,FR3968,FR-participant3,FR-participant5,FALSE,0,FR,0
BR_TRIP40253_1,ẽ,ũ,m,d,BR410,BR430,BR147,BR-participant4,BR-participant2,TRUE,1,BR,2
GL_TRIP2525_0,aː,a,f,f,GLO142,GLO62,GLO31,S07F,S05M,FALSE,0,GL,4
BR_TRIP17505_1,ɔ,o,k,s,BR460,BR529,BR236,BR-participant3,BR-participant4,TRUE,1,BR,2
ES_TRIP21476_1,y:,i:,m,v,ES138,ES80,ES57,ES-participant4,ES-participant2,TRUE,1,ES,6
BR_TRIP31903_1,ĩ,õ,l,s,BR1026,BR952,BR775,BR-participant5,BR-participant1,TRUE,1,BR,2
TU_TRIP8005_0,y,u,ʃ,t,TU18,TU61,TU112,TU-participant2,TU-participant4,FALSE,0,TU,5
BR_TRIP5190_1,ɔ,õ,d,g,BR197,BR68,BR215,BR-participant2,BR-participant4,TRUE,1,BR,2
GR_TRIP8405_0,ʏ,ʊ,f,t,GR213,GR237,GR715,GR-participant2,GR-participant5,FALSE,0,GR,3
ES_TRIP13567_0,æ:,y:,l,s,ES307,ES294,ES271,ES-participant5,ES-participant1,FALSE,0,ES,6
GR_TRIP23570_1,ʊ,uː,z,t,GR425,GR449,GR745,GR-participant3,GR-participant5,TRUE,1,GR,3
ES_TRIP31410_0,ø:,y:,s,t,ES261,ES216,ES12,ES-participant1,ES-participant2,FALSE,0,ES,6
FR_TRIP19103_1,u,ɔ,z,b,FR2055,FR2216,FR3842,FR-participant3,FR-participant5,TRUE,1,FR,0
TU_TRIP10445_0,i,u,f,z,TU232,TU202,TU177,TU-participant1,TU-participant3,FALSE,0,TU,5
ES_TRIP34272_0,a:,ɤ:,l,s,ES236,ES232,ES296,ES-participant1,ES-participant5,FALSE,0,ES,6
BR_TRIP2156_1,ũ,ẽ,m,d,BR93,BR147,BR430,BR-participant2,BR-participant4,TRUE,1,BR,2
ES_TRIP4175_0,æ:,ɤ:,m,v,ES46,ES43,ES283,ES-participant2,ES-participant1,FALSE,0,ES,6
TU_TRIP10327_1,u,y,f,z,TU202,TU257,TU90,TU-participant1,TU-participant4,TRUE,1,TU,5
FR_TRIP12520_0,e,i,f,f,FR1930,FR2254,FR3553,FR-participant3,FR-participant5,FALSE,0,FR,0
BR_TRIP57078_0,o,ɔ,t,f,BR803,BR714,BR989,BR-participant1,BR-participant5,FALSE,0,BR,2
FR_TRIP7960_1,ɛ,e,z,f,FR650,FR868,FR345,FR-participant2,FR-participant6,TRUE,1,FR,0
GL_TRIP1760_1,ɔ,o,p,p,GLO74,GLO124,GLO132,S02M,S03M,TRUE,1,GL,4
EN_TRIP40453_0,ɪ,æ,z,f,EN1572,EN1695,EN2982,EN-participant1,EN-participant8,FALSE,0,EN,1
TU_TRIP11519_0,i,ɯ,t,s,TU220,TU263,TU178,TU-participant1,TU-participant3,FALSE,0,TU,5
BR_TRIP14071_0,e,ɛ,t,ʃ,BR447,BR631,BR322,BR-participant3,BR-participant4,FALSE,0,BR,2
EN_TRIP8824_1,ʊ,ɪ,f,s,EN2269,EN1991,EN1034,EN-participant7,EN-participant4,TRUE,1,EN,1
FR_TRIP8392_1,u,ɔ,z,f,FR1084,FR1021,FR3845,FR-participant2,FR-participant5,TRUE,1,FR,0
ES_TRIP29181_0,æ:,ɤ:,s,t,ES169,ES154,ES289,ES-participant3,ES-participant5,FALSE,0,ES,6
GR_TRIP17800_0,ʏ,iː,f,t,GR398,GR403,GR694,GR-participant3,GR-participant5,FALSE,0,GR,3
BR_TRIP31993_0,õ,ɐ̃,l,s,BR888,BR1047,BR666,BR-participant5,BR-participant1,FALSE,0,BR,2
FR_TRIP19136_1,i,e,z,b,FR2094,FR1914,FR2447,FR-participant3,FR-participant1,TRUE,1,FR,0
GL_TRIP823_1,ɔ,o,p,p,GLO139,GLO82,GLO129,S05M,S07F,TRUE,1,GL,4
EN_TRIP6390_0,ɑ,ʌ,b,f,EN1922,EN2178,EN1637,EN-participant7,EN-participant1,FALSE,0,EN,1
ES_TRIP16484_1,ø:,ɤ:,m,v,ES327,ES340,ES207,ES-participant5,ES-participant3,TRUE,1,ES,6
BR_TRIP60700_0,ẽ,ĩ,s,t,BR768,BR648,BR54,BR-participant1,BR-participant2,FALSE,0,BR,2
FR_TRIP56760_0,ɛ̃,e,f,f,FR1157,FR1685,FR4094,FR-participant4,FR-participant8,FALSE,0,FR,0
EN_TRIP2900_1,æ,ʌ,z,b,EN261,EN364,EN980,EN-participant6,EN-participant4,TRUE,1,EN,1
TU_TRIP2749_0,œ,y,p,t,TU102,TU126,TU36,TU-participant4,TU-participant2,FALSE,0,TU,5
BR_TRIP1314_1,u,ũ,m,d,BR1,BR93,BR353,BR-participant2,BR-participant4,TRUE,1,BR,2
ES_TRIP21355_0,y:,ø:,m,v,ES114,ES111,ES45,ES-participant4,ES-participant2,FALSE,0,ES,6
FR_TRIP84215_1,ɔ̃,ɑ̃,z,f,FR3719,FR3642,FR4250,FR-participant5,FR-participant8,TRUE,1,FR,0
GR_TRIP24606_0,uː,yː,z,t,GR449,GR443,GR14,GR-participant3,GR-participant6,FALSE,0,GR,3
BR_TRIP10775_1,i,e,d,s,BR46,BR126,BR374,BR-participant2,BR-participant4,TRUE,1,BR,2
ES_TRIP33757_0,y:,ɤ:,l,s,ES270,ES268,ES306,ES-participant1,ES-participant5,FALSE,0,ES,6
TU_TRIP6594_1,u,ɯ,f,z,TU33,TU21,TU68,TU-participant2,TU-participant4,TRUE,1,TU,5
BR_TRIP41626_0,ẽ,ũ,z,b,BR300,BR338,BR962,BR-participant4,BR-participant5,FALSE,0,BR,2
EN_TRIP31865_1,ɛ,eɪ,f,s,EN1183,EN1393,EN156,EN-participant3,EN-participant6,TRUE,1,EN,1
ES_TRIP6307_0,æ:,ø:,s,t,ES28,ES24,ES229,ES-participant2,ES-participant1,FALSE,0,ES,6
BR_TRIP14438_1,ɐ̃,ĩ,z,b,BR617,BR504,BR763,BR-participant3,BR-participant1,TRUE,1,BR,2
GR_TRIP8038_0,ʏ,ɪ,f,t,GR155,GR187,GR98,GR-participant2,GR-participant6,FALSE,0,GR,3
EN_TRIP14787_1,ʊ,ʌ,t,s,EN2397,EN2484,EN760,EN-participant5,EN-participant2,TRUE,1,EN,1
FR_TRIP66011_0,ɔ,œ,z,f,FR1306,FR1602,FR4538,FR-participant4,FR-participant8,FALSE,0,FR,0
BR_TRIP52584_0,i,ɛ,t,t,BR820,BR810,BR453,BR-participant1,BR-participant3,FALSE,0,BR,2
TU_TRIP9981_1,ɯ,œ,d,ʃ,TU244,TU215,TU132,TU-participant1,TU-participant3,TRUE,1,TU,5
BR_TRIP59049_1,ĩ,e,s,p,BR848,BR815,BR879,BR-participant1,BR-participant5,TRUE,1,BR,2
ES_TRIP3373_0,i:,ɤ:,m,v,ES44,ES55,ES257,ES-participant2,ES-participant1,FALSE,0,ES,6
FR_TRIP26406_0,ø,œ,z,b,FR2952,FR3364,FR2428,FR-participant7,FR-participant1,FALSE,0,FR,0
GL_TRIP1188_1,ɛ,i,g,g,GLO59,GLO133,GLO152,S05M,S04F,TRUE,1,GL,4
ES_TRIP24615_0,æ:,i:,l,s,ES127,ES101,ES22,ES-participant4,ES-participant2,FALSE,0,ES,6
GR_TRIP65897_0,øː,ʏ,n,t,GR369,GR324,GR584,GR-participant4,GR-participant1,FALSE,0,GR,3
BR_TRIP14001_1,ẽ,õ,t,t,BR577,BR592,BR684,BR-participant3,BR-participant1,TRUE,1,BR,2
EN_TRIP2838_1,ʊ,u,z,b,EN203,EN43,EN1727,EN-participant6,EN-participant1,TRUE,1,EN,1
EN_TRIP17825_1,ɪ,i,z,f,EN2982,EN2867,EN720,EN-participant8,EN-participant2,TRUE,1,EN,1
FR_TRIP7960_0,ɛ,e,z,f,FR650,FR868,FR345,FR-participant2,FR-participant6,FALSE,0,FR,0
ES_TRIP32818_0,a:,æ:,s,t,ES230,ES265,ES29,ES-participant1,ES-participant2,FALSE,0,ES,6
FR_TRIP54837_1,ɛ̃,ɑ̃,f,f,FR126,FR469,FR3111,FR-participant6,FR-participant7,TRUE,1,FR,0
TU_TRIP9542_1,y,u,ʃ,t,TU237,TU204,TU125,TU-participant1,TU-participant4,TRUE,1,TU,5
GR_TRIP79480_0,aː,yː,b,s,GR741,GR763,GR204,GR-participant5,GR-participant2,FALSE,0,GR,3
GR_TRIP49858_1,ʏ,ʊ,f,t,GR116,GR92,GR586,GR-participant6,GR-participant1,TRUE,1,GR,3
TU_TRIP10981_0,u,i,t,s,TU212,TU220,TU91,TU-participant1,TU-participant4,FALSE,0,TU,5
ES_TRIP13139_0,y:,i:,l,s,ES306,ES305,ES174,ES-participant5,ES-participant3,FALSE,0,ES,6
GR_TRIP76408_1,uː,ʊ,f,s,GR731,GR743,GR579,GR-participant5,GR-participant1,TRUE,1,GR,3
EN_TRIP19008_0,æ,ɑ,f,s,EN2830,EN2909,EN469,EN-participant8,EN-participant2,FALSE,0,EN,1
FR_TRIP19242_0,ɔ,ø,z,b,FR2216,FR1831,FR2652,FR-participant3,FR-participant1,FALSE,0,FR,0
BR_TRIP20631_0,o,u,s,b,BR465,BR610,BR720,BR-participant3,BR-participant1,FALSE,0,BR,2
BR_TRIP62041_0,õ,ɔ,k,s,BR653,BR715,BR87,BR-participant1,BR-participant2,FALSE,0,BR,2
TU_TRIP617_1,i,ɯ,f,z,TU107,TU84,TU254,TU-participant4,TU-participant1,TRUE,1,TU,5
BR_TRIP31222_1,ũ,ĩ,f,s,BR896,BR969,BR674,BR-participant5,BR-participant1,TRUE,1,BR,2
GR_TRIP34197_1,iː,ɪ,ɡ,s,GR629,GR559,GR674,GR-participant1,GR-participant5,TRUE,1,GR,3
EN_TRIP17558_1,ɑ,u,z,f,EN2723,EN2756,EN775,EN-participant8,EN-participant4,TRUE,1,EN,1
FR_TRIP12772_1,o,ɔ,f,f,FR2192,FR2004,FR3409,FR-participant3,FR-participant5,TRUE,1,FR,0
GL_TRIP933_0,ɛ,e,f,f,GLO73,GLO63,GLO143,S05M,S04F,FALSE,0,GL,4
FR_TRIP66305_0,ɛ,ɛ̃,z,f,FR1566,FR1483,FR4356,FR-participant4,FR-participant8,FALSE,0,FR,0
ES_TRIP18391_1,æ:,y:,m,v,ES355,ES330,ES187,ES-participant5,ES-participant3,TRUE,1,ES,6
TU_TRIP9708_1,ɯ,y,p,t,TU243,TU225,TU175,TU-participant1,TU-participant3,TRUE,1,TU,5
BR_TRIP59112_1,i,ĩ,s,p,BR821,BR647,BR982,BR-participant1,BR-participant5,TRUE,1,BR,2
BR_TRIP38310_1,õ,ũ,k,b,BR420,BR431,BR513,BR-participant4,BR-participant3,TRUE,1,BR,2
FR_TRIP30853_0,i,y,f,f,FR3198,FR3086,FR1681,FR-participant7,FR-participant4,FALSE,0,FR,0
GR_TRIP26208_0,øː,ʏ,ts,k,GR486,GR514,GR60,GR-participant3,GR-participant6,FALSE,0,GR,3
GR_TRIP36895_0,øː,yː,l,t,GR580,GR598,GR732,GR-participant1,GR-participant5,FALSE,0,GR,3
ES_TRIP29012_0,y:,i:,s,t,ES192,ES191,ES27,ES-participant3,ES-participant2,FALSE,0,ES,6
ES_TRIP12241_1,ɤ:,i:,l,s,ES292,ES305,ES100,ES-participant5,ES-participant4,TRUE,1,ES,6
GR_TRIP11438_0,iː,yː,z,t,GR217,GR182,GR719,GR-participant2,GR-participant5,FALSE,0,GR,3
EN_TRIP7154_1,ʌ,ɑ,z,b,EN2217,EN1924,EN1511,EN-participant7,EN-participant3,TRUE,1,EN,1
BR_TRIP41503_0,ẽ,ĩ,z,b,BR256,BR260,BR56,BR-participant4,BR-participant2,FALSE,0,BR,2
ES_TRIP13190_1,y:,æ:,l,s,ES294,ES307,ES234,ES-participant5,ES-participant1,TRUE,1,ES,6
FR_TRIP81997_1,ɛ̃,ɛ,z,b,FR3470,FR3779,FR4203,FR-participant5,FR-participant8,TRUE,1,FR,0
BR_TRIP18619_1,ɐ̃,ẽ,k,s,BR538,BR552,BR230,BR-participant3,BR-participant4,TRUE,1,BR,2
FR_TRIP49307_0,ɔ,œ,z,b,FR37,FR182,FR1018,FR-participant6,FR-participant2,FALSE,0,FR,0
BR_TRIP26667_0,u,ũ,m,d,BR942,BR955,BR246,BR-participant5,BR-participant4,FALSE,0,BR,2
BR_TRIP12475_1,a,ɐ̃,t,t,BR484,BR539,BR746,BR-participant3,BR-participant1,TRUE,1,BR,2
EN_TRIP17304_1,ɪ,i,z,b,EN2979,EN2864,EN959,EN-participant8,EN-participant4,TRUE,1,EN,1
BR_TRIP59589_1,ĩ,ɐ̃,s,t,BR692,BR788,BR880,BR-participant1,BR-participant5,TRUE,1,BR,2
GR_TRIP311_0,yː,ʏ,b,s,GR133,GR211,GR377,GR-participant2,GR-participant4,FALSE,0,GR,3
ES_TRIP8078_0,i:,æ:,l,s,ES20,ES22,ES197,ES-participant2,ES-participant3,FALSE,0,ES,6
GR_TRIP61763_1,ʏ,iː,f,s,GR326,GR292,GR510,GR-participant4,GR-participant3,TRUE,1,GR,3
BR_TRIP9774_0,i,ĩ,f,s,BR47,BR151,BR742,BR-participant2,BR-participant1,FALSE,0,BR,2
ES_TRIP36465_0,ɤ:,y:,m,v,ES244,ES258,ES7,ES-participant1,ES-participant2,FALSE,0,ES,6
FR_TRIP84514_1,ø,œ,z,f,FR3968,FR3954,FR1834,FR-participant5,FR-participant2,TRUE,1,FR,0
ES_TRIP20536_1,ø:,ɤ:,m,v,ES78,ES136,ES339,ES-participant4,ES-participant5,TRUE,1,ES,6
GR_TRIP60016_1,ɪ,ʏ,f,t,GR385,GR355,GR447,GR-participant4,GR-participant3,TRUE,1,GR,3
FR_TRIP66426_0,o,œ,z,f,FR1644,FR1602,FR803,FR-participant4,FR-participant2,FALSE,0,FR,0
FR_TRIP18754_0,ɛ,e,z,b,FR1812,FR1914,FR3779,FR-participant3,FR-participant5,FALSE,0,FR,0
FR_TRIP27535_1,ɑ̃,ɔ̃,z,f,FR2996,FR3328,FR1523,FR-participant7,FR-participant4,TRUE,1,FR,0
EN_TRIP24235_0,u,ɑ,f,s,EN700,EN563,EN2768,EN-participant2,EN-participant8,FALSE,0,EN,1
FR_TRIP38597_1,u,ɔ,f,f,FR4306,FR4475,FR2321,FR-participant8,FR-participant1,TRUE,1,FR,0
ES_TRIP13635_0,æ:,a:,l,s,ES307,ES296,ES175,ES-participant5,ES-participant3,FALSE,0,ES,6
TU_TRIP11912_0,ɯ,i,t,s,TU241,TU255,TU129,TU-participant1,TU-participant4,FALSE,0,TU,5
BR_TRIP32140_0,ɐ̃,õ,l,s,BR917,BR888,BR250,BR-participant5,BR-participant4,FALSE,0,BR,2
GR_TRIP71408_1,iː,ɪ,f,t,GR699,GR725,GR218,GR-participant5,GR-participant2,TRUE,1,GR,3
FR_TRIP71654_1,e,i,f,f,FR2782,FR2522,FR1930,FR-participant1,FR-participant3,TRUE,1,FR,0
BR_TRIP46713_0,ɐ̃,ũ,s,t,BR295,BR337,BR6,BR-participant4,BR-participant2,FALSE,0,BR,2
GL_TRIP593_1,ɔ,o,g,g,GLO75,GLO19,GLO65,S03M,S02M,TRUE,1,GL,4
GL_TRIP6_1,e,ɛ,p,p,GLO2,GLO39,GLO103,S03M,S01F,TRUE,1,GL,4
ES_TRIP5603_0,ɤ:,a:,s,t,ES61,ES29,ES190,ES-participant2,ES-participant3,FALSE,0,ES,6
EN_TRIP3380_1,ɪ,ʊ,z,f,EN181,EN207,EN1572,EN-participant6,EN-participant1,TRUE,1,EN,1
GR_TRIP69988_0,aː,yː,f,t,GR739,GR678,GR419,GR-participant5,GR-participant3,FALSE,0,GR,3
TU_TRIP6147_0,y,i,f,z,TU4,TU13,TU154,TU-participant2,TU-participant3,FALSE,0,TU,5
BR_TRIP16810_0,õ,ũ,m,d,BR595,BR596,BR668,BR-participant3,BR-participant1,FALSE,0,BR,2
EN_TRIP17662_0,æ,ʌ,z,f,EN2819,EN2674,EN983,EN-participant8,EN-participant4,FALSE,0,EN,1
GL_TRIP2243_1,aː,a,g,g,GLO54,GLO122,GLO146,S01F,S05M,TRUE,1,GL,4
BR_TRIP9418_0,e,ɛ,f,s,BR43,BR75,BR323,BR-participant2,BR-participant4,FALSE,0,BR,2
EN_TRIP24119_1,eɪ,ɛ,f,s,EN495,EN610,EN117,EN-participant2,EN-participant6,TRUE,1,EN,1
FR_TRIP65186_1,e,ɛ̃,z,b,FR1623,FR1480,FR865,FR-participant4,FR-participant2,TRUE,1,FR,0
BR_TRIP17505_0,ɔ,o,k,s,BR460,BR529,BR236,BR-participant3,BR-participant4,FALSE,0,BR,2
BR_TRIP25301_0,ĩ,ũ,z,b,BR966,BR895,BR411,BR-participant5,BR-participant4,FALSE,0,BR,2
ES_TRIP11930_1,ø:,y:,l,s,ES291,ES318,ES195,ES-participant5,ES-participant3,TRUE,1,ES,6
FR_TRIP49587_1,ɛ̃,ɑ̃,z,b,FR159,FR453,FR1962,FR-participant6,FR-participant3,TRUE,1,FR,0
BR_TRIP57270_1,u,o,b,k,BR832,BR802,BR110,BR-participant1,BR-participant2,TRUE,1,BR,2
TU_TRIP10153_1,y,ɯ,d,ʃ,TU226,TU200,TU114,TU-participant1,TU-participant4,TRUE,1,TU,5
EN_TRIP12389_1,ɪ,æ,z,f,EN2530,EN2310,EN1240,EN-participant5,EN-participant3,TRUE,1,EN,1
GL_TRIP1930_0,e,i,f,f,GLO66,GLO149,GLO55,S02M,S03M,FALSE,0,GL,4
GR_TRIP30269_0,uː,yː,ts,k,GR640,GR531,GR77,GR-participant1,GR-participant6,FALSE,0,GR,3
BR_TRIP8492_1,õ,ĩ,s,t,BR23,BR153,BR701,BR-participant2,BR-participant1,TRUE,1,BR,2
BR_TRIP25907_0,ẽ,õ,m,d,BR1024,BR954,BR410,BR-participant5,BR-participant4,FALSE,0,BR,2
TU_TRIP7270_1,ɯ,œ,t,s,TU53,TU65,TU173,TU-participant2,TU-participant3,TRUE,1,TU,5
FR_TRIP55329_1,o,ɔ,f,f,FR542,FR369,FR3214,FR-participant6,FR-participant7,TRUE,1,FR,0
TU_TRIP11342_1,i,u,t,s,TU220,TU203,TU121,TU-participant1,TU-participant4,TRUE,1,TU,5
GR_TRIP69838_1,aː,ʏ,f,t,GR739,GR694,GR600,GR-participant5,GR-participant1,TRUE,1,GR,3
ES_TRIP7712_0,ɤ:,æ:,l,s,ES31,ES34,ES268,ES-participant2,ES-participant1,FALSE,0,ES,6
GR_TRIP11042_0,uː,ʊ,z,t,GR230,GR238,GR751,GR-participant2,GR-participant5,FALSE,0,GR,3
EN_TRIP22849_1,ʊ,u,z,f,EN651,EN688,EN207,EN-participant2,EN-participant6,TRUE,1,EN,1
FR_TRIP17469_0,o,ɔ,z,f,FR1891,FR2219,FR1644,FR-participant3,FR-participant4,FALSE,0,FR,0
TU_TRIP8739_1,y,œ,d,ʃ,TU20,TU40,TU158,TU-participant2,TU-participant3,TRUE,1,TU,5
BR_TRIP66376_0,e,ɛ,d,s,BR734,BR731,BR930,BR-participant1,BR-participant5,FALSE,0,BR,2
ES_TRIP11687_0,a:,æ:,s,t,ES290,ES313,ES194,ES-participant5,ES-participant3,FALSE,0,ES,6
GR_TRIP21390_0,ɪ,ʏ,f,s,GR473,GR397,GR11,GR-participant3,GR-participant6,FALSE,0,GR,3
